Report No.,Code,Incident Type,Title,Date,Location,Latitude,Longitude,Description,Weapons,Actor Type,Actors,Actor Categories,Unspecified,Pistol,Revolver,Assault Rifle,Rifle,Shotgun,SMG,LMG,HMG,GL,AGL,RPG/ATW,Mortar,ATGM,MANPADS,Hand Grenade,Projected Gren,Rifle Gren,Munition,Ammo,Craft handgun,Craft Rifle,Craft Shotgun,Craft SMG,Craft RPG,Tags,Convergence,Arms Score,Source
3,VNM.2024.12.30.001,Seizure,"Wildlife trafficker's home yields shotgun powder, pellets, and blasting caps in Son La",30 December 2024,"Ban Lanh Village, Nam Lanh Commune, Sop Cop District, Son La",20.9198633709363,103.6145338443,"Police seized various ammunition components when they caught Tong Van Kim illegally trading wildlife parts — four dark-furred animal paws suspected to be from bears — in Ban Lanh Village, Nam Lanh Commune, Sop Cop District, Son La, on 30 December 2024, and an emergency search of his home turned up three lumps of raw opium, two bags of gunpowder, a bag of metal balls used as shotgun pellets, and 75 blasting caps for muzzle-loading shotguns, along with roughly VND 75 million in cash.","2 bags gunpowder
metal balls (quantity unspecified) used as shotgun pellets
75 blasting caps for muzzle-loading shotguns.","Criminal Individual
Police","Criminal Individual (Tong Van Kim, poacher); Police (Sop Cop District Police, Nam Lanh Border Guard Station, Son La).","Criminal, State",,,,,,,,,,,,,,,,,,,,,,1,,,,Crime,Environmental crime,1,https://cand.vn/em-dan-hat-no-cung-ma-tuy-chan-gau-tai-tu-gia-post755025.html
3,VNM.2024.12.22.001,Seizure,Three hunters caught carrying two firearms and 49 rounds in Kon Tum,22 December 2024,"Dak Ro Ong Commune, Tu Mo Rong District, Kon Tum",14.8169615695588,107.949222128341,"Commune police stopped A Trai, Nong Van Thanh, and A Thuan and seized one craft rifle, one hunting rifle, and 49 rounds of ammunition that the three men said they were carrying to hunt birds and wildlife in Dak Ro Ong Commune, Tu Mo Rong District, Kon Tum on 22 December 2024. Police cited the men for illegal weapons possession and sent the firearms and ammunition to Da Nang for forensic testing to determine whether they qualify as military-pattern weapons; all three were released on conditions barring them from leaving their residence pending the outcome.","1 craft rifle
1 rifle
49 rounds of ammunition.","Criminal Individual
Police","Criminal Individual (A Trai, born 1987; Nong Van Thanh, born 1995; A Thuan, born 1995 — all detained/cited); Police (Dak Ro Ong Commune Police, Tu Mo Rong District Police, Kon Tum).","Criminal, State",,,,,1,,,,,,,,,,,,,,,49,,1,,,,,Environmental crime,4.49,https://cand.vn/phat-hien-vu-tang-tru-van-chuyen-2-khau-sung-va-49-vien-dan-post754366.html
3,VNM.2024.12.21.001,Surrender/Amnesty,"Woman finds, surrenders over 100 rounds of ammunition while digging trash pit in Vinh Long",21 December 2024,"Long Ho Town, Long Ho District, Vinh Long",10.1926032431398,106.011629457841,"A resident surrendered 120 rounds of military-caliber ammunition and an M26 hand grenade to police after unearthing a plastic bag containing the items while digging a household trash pit in Long Ho Town, Long Ho District, Vinh Long, on 21 December 2024. Police gave her a VND 500,000 reward for the voluntary handover as part of a pre-Lunar New Year crime-suppression campaign.","120 rounds of belted ammunition
1 M26 hand grenade.",Police,"Police (Long Ho District Police, Vinh Long Provincial Police Administrative Management and Social Order Team).",State,,,,,,,,,,,,,,,,1,,,,120,,,,,,,,6.2,https://cand.vn/dao-ho-chon-rac-dung-tui-nhua-chua-ca-tram-vien-dan-post754105.html
3,VNM.2024.12.23.001,Seizure,Seven arrested in Nghe An drug ring found carrying two pistols,21 December 2024,"Quan Bau Ward, Vinh City, Nghe An",18.6971108933877,105.670832806725,"Police seized two handguns, over 3,000 synthetic-drug pills and two packets of methamphetamine from Bui Van Xuyen, Hoang Van Hai, and Nguyen Ngoc Lam after a raid on a drug-trafficking operation in Quan Bau Ward, Vinh City, Nghe An, on 21 December 2024. The three men resisted arrest before being subdued. Investigators said the group routinely carried firearms and knives, using their knowledge of the mountainous terrain to evade capture during drug transactions. Expanding the investigation, police arrested four more suspects the following night — Nguyen Van Hai, Bui Huy Hoang, Ho Trung Hau, and Nguyen Van Bao — described as lower-level distributors for the network, seizing 50 more drug pills, one packet of methamphetamine, and mobile phones.",2 ZP-5 converted revolvers (craft handguns).,"Criminal Organization
Police","Criminal Organization (Bui Van Xuyen, born 1973 — arrested; Hoang Van Hai, born 1991 — arrested; Nguyen Ngoc Lam, born 1994 — arrested; Nguyen Van Hai, born 1972, Bui Huy Hoang, born 1997, Ho Trung Hau, born 1995, and Nguyen Van Bao, born 1993 — arrested as lower-level distributors); Police (Vinh City Police Investigation Department, Nghe An).","Criminal, State",,,,,,,,,,,,,,,,,,,,,2,,,,,"Crime, Conversion",Drug trafficking,1,https://cand.vn/vay-bat-7-doi-tuong-mua-ban-ma-tuy-su-dung-vu-khi-nong-post754234.html
2,VNM.2024.12.16.001,Seizure,"Drug users open fire on police during Binh Thuan raid, then surrender after standoff",16 December 2024,"Phan Ri Thanh Commune, Bac Binh District, Binh Thuan",11.1942991284033,108.5529219043,"Police seized one pellet rifle, one converted revolver, one K59 pistol, and one 60mm mortar munition when they arrested a group of suspected drug users in Phan Ri Thanh Commune, Bac Binh District, Binh Thuan, on the night of 16 December 2024. One of the suspects fired the pellet rifle at police before they barricaded themselves in a rented room. Police surrounded the room and negotiated their surrender.

Le Ngoc Truong fired a pellet gun at police officers and barricaded himself inside a rented room with several others using illegal drugs, after commune police attempted to arrest the group during a patrol; reinforcements surrounded the building, and the group surrendered their weapons after roughly two hours of negotiation, around 10:00pm. At the scene, police also seized a disassembled handgun, an empty K59-caliber magazine, three spent cartridge casings, and one 60mm mortar round, along with an unregistered motorbike.","1 pellet/craft rifle
1 converted ZP-5 revolver (craft handgun)
1 K59 pistol
1 60mm mortar munition.","Criminal Individual
Police","Criminal Individual (Le Ngoc Truong, born 1988 — perpetrator, arrested; unnamed associates — arrested); Police (Phan Ri Thanh Commune Police, Bac Binh District Police, Binh Thuan).","Criminal, State",,1,,,,,,,,,,,,,,,,,1,,1,1,,,,"Crime, Conversion",,12.5,https://cand.vn/nhom-toi-pham-ma-tuy-co-vu-khi-nong-dau-sung-voi-cong-an-post753716.html
0,VNM.2024.12.15.001,Seizure,Police Seize Nearly 100 Firearms and War Remnants From Trafficking Ring in Ho Chi Minh City,15 December 2024,"District 6, HCMC",10.747966485244,106.635209388629,"Police seized 4 grenades, nearly 100 guns, 9,000 rounds of assorted ammunition, thousands of weapon components, support tools when they arrested 71 individuals suspected of participating in an online group that traded war remnants. The seizure focused on the residence of a central suspect, Nguyen Tan Binh. 

The case opened in late March 2024 when Binh Thanh District police intercepted a parcel containing K54 pistol components at a bus depot on Nguyen Xi Street and traced it to Nguyen Minh Hien (b. 2004, Thu Duc City). A search of Hien's home turned up additional firearms and ammunition along with 95 counterfeit US$100 bills; Hien said most of the weapons had been stolen from museums, that he had carried two AK rifles north for an associate, Duong Tung Son (b. 1996, Quang Ninh), to store, and that he had sold other weapons to Pham Hong An (b. 2000, Binh Duong). The counterfeit currency was traced to Pham Huy Cuong (b. 1978, Kien Giang), who was also arrested. 

Investigators identified the trafficking as running through a Facebook group called ""Phe lieu chien tranh – BW"" (""War Remnants/Scrap – BW""), with roughly 12,000 members, founded and administered by Pham Huy Hoang (b. 2004, Thai Nguyen, using the account ""Co Dac""), and traced more than 4,000 illicit transactions for weapons, support tools, and explosives conducted through over 100 anonymized Facebook/Telegram accounts and more than 2,000 illegally purchased bank accounts. The expanded investigation, run by HCMC police with Ministry of Public Security units and police in 25 other provinces (26 in total including HCMC), deployed hundreds of officers in ten simultaneous search teams and additionally resulted in over 200 administrative fines totaling more than 9 billion VND.

Video of the seizure showed one bolt action rifle, three shotguns, one Type 56 assault rifle, one AR-pattern assault rifle, one PPSh submachine gun (plus one PPSh frame), one Mosin Nagant rifle, one SVD rifle, one M1 Garand rifle, one SKS rifle, two F-1 hand grenades, two M67 grenades (incl. one training grenade), at least four pistols, one revolver, hundreds of rounds of assorted ammunition, thousands of shell casings, a large assortment of weapons parts and components, and at least four mortar shells.","1 bolt action rifle
1 Mosin Nagant rifle
1 SVD rifle 
1 M1 Garand rifle
1 SKS rifle
1 Type 56 assault rifle
1 M4 assault rifle
3 shotguns
1 PPSh submachine gun + 1 frame
4 pistols 
1 revolver
4 hand grenades (2 F-1, 2 M67 incl. 1 training, possibly inert)
4 mortar shells
80 unspecified firearms
9,000 rounds of ammunition","Criminal Organization
Police","Criminal organization (online war-remnants trading ring, 71 arrested); Police","Criminal, State",80,4,1,2,5,3,1,,,,,,,,,4,,,4,9000,,,,,,"Crime, Online",,271,https://tuoitre.vn/cong-an-tp-hcm-triet-pha-duong-day-mua-ban-vu-khi-quan-dung-lon-thu-giu-nhieu-sung-dan-20241215172546416.htm
0,VNM.2024.12.13.001,Illicit transfer,Police Seize 45 Firearms Including Converted Blank-Firing Pistols From Trafficking Ring in Ho Chi Minh City,13 December 2024,"Bach Dang Street, Go Vap, HCMC",10.8143590950848,106.678372150682,"Police seized 45 guns, five 'ammunition boxes,' and around 250 rounds of ammunition along with numerous less-lethal weapons when they arrested two members of a suspected arms trafficking ring. Police first intercepted two individuals riding a motorcycle with a suspicious package that contained three bullets and several less lethal weapons. The two riders said they were part of a hired courier service and had received the package from suspect Huynh Chau Long.

Police raided the suspect's residence, seizing the remaining items. Suspect Long confessed he had been trading such items since 2023, which he ordered over social media and used a cousin's bank account to facilitate payments. Suspect Long had purchased these items in bulk over Telegram from suspect Tran Ba ​​Loc (residing in Hoc Mon, HCMC), who had in turn sourced the items from someone in Long An Province over Line. Image showed on Retay PM blank-firing pistol (possibly converted).

Quang Ninh Dien Tu posted an image showing roughly 40 assorted pistols and revolvers, at least some of which appeared to be Retay blank-firing pistols.","42 pistols, including Retay PM blank-firing pistols, likely converted or convertible (craft handguns)
3 revolvers (unspecified)
~250 rounds of ammunition","Criminal Organization
Police",Criminal organization (arms trafficking ring); Police,"Criminal, State",,,3,,,,,,,,,,,,,,,,,250,42,,,,,"Crime, Online, Conversion",,26.5,https://www.sggp.org.vn/pha-duong-day-mua-ban-vu-khi-qua-mang-thu-nhieu-sung-dan-post776943.html
0,VNM.2024.12.04.001,Seizure,Police Seize Pistol From Drug Traffickers Near Laos Border in Quang Tri,04 December 2024,"Khe Ngai, Dakrong, Dakrong, Quang Tri",16.6734905655713,106.85898808289,"Police seized one Glock pistol and two rounds of ammunition along with 12,000 tablets of suspected synthetic drugs when they intercepted two drug trafficking suspects driving a motorcycle along the national highway. The suspects were heading from Lao Bao (on the border with Laos) to Dong Ha. An inspection of the suspects' residence led to the seizure of 3,400 more pink tablets suspected to be ecstasy, 1 plastic bag containing powder suspected to be crystal meth, 1 plastic bag containing powder suspected to be ketamethamine and 2 blue tablets. An image showed one Glock pistol and two rounds of ammo.","1 Glock 19M pistol
2 rounds of ammunition","Criminal Organization
Police",Criminal organization (drug trafficking pair); Police,"Criminal, State",,1,,,,,,,,,,,,,,,,,,2,,,,,,"Crime, Smuggling",Drug trafficking,1.02,https://daidoanket.vn/bat-2-doi-tuong-nghi-van-chuyen-ma-tuy-thu-giu-1-khau-sung-quan-dung-10295883.html
7,VNM.2024.11.26.001,Illicit transfer,Four young men caught selling revolver and fireworks online in Tay Ninh,26 November 2024,"Loc Hung Ward, Trang Bang Town, Tay Ninh",11.0308699555727,106.357912631593,"Police seized a revolver and 6 rounds of ammunition, along with 10 boxes of fireworks (15.2kg), from Bui Cong Hieu and Nguyen Van Gia Huy as they prepared to complete a sale in Loc Hung Ward, Trang Bang Town, Tay Ninh on 26 November 2024; a search of their homes recovered a further 8 boxes of fireworks. Expanding the investigation, police arrested two more suspects on 28 November — Nguyen Huu Tien (born 2003), who had advertised the gun for sale online, and Nguyen Van Minh (born 2001), who had advertised the fireworks — recovering VND 12 million in cash and 3 more boxes of fireworks. Hieu told police he bought the gun and fireworks from Tien and Minh's online listings to resell at a markup, using Huy to deliver orders by motorbike.","1 revolver (craft handgun)
6 rounds of ammunition.","Criminal Individual
Police","Criminal Individual (Bui Cong Hieu, born 2005; Nguyen Van Gia Huy, born 2005; Nguyen Huu Tien, born 2003; Nguyen Van Minh, born 2001); Police (Tay Ninh Provincial Police Criminal Police Department).","Criminal, State",,,,,,,,,,,,,,,,,,,,6,1,,,,,"Online, Crime",Illicit goods (cigarettes; fuel; counterfeit),0.56,https://cand.vn/bat-nhom-mua-ban-sung-dan-phao-no-trai-phep-qua-mang-post751716.html
7,VNM.2024.11.17.001,Seizure,Firearm recovered in 14-person drug bust in Binh Phuoc,17 November 2024,"Dong Xoai City, Binh Phuoc",11.5326392801677,106.887389961606,"Police seized one craft air rifle along with 6 kilograms of drugs when they detained 14 people in a coordinated operation across Dong Xoai City and Dong Phu District on 17 November 2024. Police made simultaneous arrests, including H.M.H, N.Q.T, and N.X.T caught trafficking and organizing drug use, and Nguyen Quang Minh, a fugitive wanted on separate drug-trafficking charges. A search of H.M.H's home recovered 511 bags (roughly 4kg) of a synthetic drug mixture and further methamphetamine, along with the firearm and drug-packaging equipment.",1 craft air rifle.,"Criminal Organization
Police","Criminal Organization (H.M.H., born 1999; N.Q.T., born 1998; N.X.T., born 1985; Nguyen Quang Minh, born 1989; 11 further suspects); Police (Binh Phuoc Provincial Police Narcotics Investigation Department, Dong Xoai City Police, Dong Phu District Police).","Criminal, State",,,,,,,,,,,,,,,,,,,,,,1,,,,Crime,Drug trafficking,1,https://cand.vn/cong-an-binh-phuoc-bat-14-doi-tuong-ma-tuy-co-sung-post750576.html
7,VNM.2024.11.16.001,Seizure,Police seize M1911 pistol from cross-border drug traffickers in Tay Ninh,16 November 2024,"Hiep Long Ward, Hoa Thanh Town, Tay Ninh",11.2922366667943,106.121688154344,"Police seized a M1911 pistol and 11 rounds of ammunition along with nearly 58 kilograms of synthetic drugs when they raided a house in Hiep Long Ward, Hoa Thanh Town, Tay Ninh on 16 November 2024. They arrested ring leaders Dang Thanh Tuan (born 1980) and Pham Van Tien (born 1988), both of Dong Nai, as they unloaded drugs from a car. The pair had been smuggling methamphetamine from Cambodia across the border at Tan Chau District since around July 2024, paid $800 per kilogram by a Cambodia-based contact reached through Telegram, then repackaging and distributing the drugs via couriers to Ho Chi Minh City, Dong Nai, and Binh Duong; they hired armed lookouts to guard the shipments. Five further suspects — Ngo Thi Kieu Xuan, Ho Hong Mai, Dang Thi Quyen, Nguyen Thi Kim Loan, and Truong Thi Trang — were detained as the investigation expanded.","1 M1911 pistol
11 rounds of ammunition.","Criminal Organization
Police","Criminal Organization (Dang Thanh Tuan, born 1980; Pham Van Tien, born 1988; Ngo Thi Kieu Xuan; Ho Hong Mai; Dang Thi Quyen; Nguyen Thi Kim Loan; Truong Thi Trang); Police (Tay Ninh Provincial Police Narcotics Investigation Department, Ministry of Public Security Narcotics Investigation Police Department).","Criminal, State",,1,,,,,,,,,,,,,,,,,,11,,,,,,"Crime, Smuggling",Drug trafficking,1.11,https://e.vnexpress.net/news/news/crime/100-police-officers-bust-armed-drug-trafficking-gang-at-vietnam-cambodia-border-4816955.html
7,VNM.2024.11.14.001,Illicit manufacture,Banana-grove gun workshop supplied 33 firearms to buyers in 10 provinces from Dong Nai,14 November 2024,"Tra Co Commune, Dinh Quan District, Dong Nai",11.2388612995986,107.436865739706,"Police charged Lenh Chi Va, Nguyen Trung Hieu, and 23 further defendants over a firearm manufacturing and trafficking ring based at a hidden workshop in a banana grove in Tra Co Commune, Dinh Quan District, Dong Nai on 14 November 2024. Va rented the land and hired workers to produce gun components and assemble complete craft firearms, while Hieu ran a YouTube channel and social media accounts advertising and selling the weapons, and separately bought and resold guns sourced from other online sellers.

From July 2023 to January 2024 the pair sold 33 firearms to 26 buyers across Binh Duong, Binh Phuoc, Tay Ninh, Dak Nong, Ho Chi Minh City, Lam Dong, Binh Thuan, Thua Thien Hue, Thanh Hoa, and Ha Tinh, profiting hundreds of millions of dong; investigators noted many young buyers initially intended the weapons for self-defense or hunting before using them in disputes, debt collection, or other crimes. Images of the seized weapons showed 21 craft rifles and two handguns.","21 craft rifles
1 pistol
1 revolver
10 unspecified firearms.","Criminal Organization
Police","Criminal Organization (Lenh Chi Va, born 1984; Nguyen Trung Hieu, born 1991; 23 additional defendants); Police (Binh Duong Provincial Police Security Investigation Agency).","Criminal, State",10,1,1,,,,,,,,,,,,,,,,,,,21,,,,"Online, Crime",,33,https://cand.vn/de-nghi-truy-to-23-doi-tuong-trong-duong-day-mua-ban-33-khau-sung-post750281.html
7,VNM.2024.11.12.001,Seizure,Traffic checkpoint recovers suspected handgun and drugs from car in Hanoi,12 November 2024,"Khuat Duy Tien Street, Thanh Xuan District, Hanoi",20.9983719371378,105.797538210261,"Traffic police seized a handgun and 21 rounds of ammunition along with suspected drugs (5 pressed tablets and powder in four bags) from a vehicle at a checkpoint on Khuat Duy Tien Street, Thanh Xuan District, Hanoi on 12 November 2024. The driver, N.V.T, admitted the items were his; his passenger N.V.Q was also detained.","1 Shark M906 blank-firing pistol (possibly converted; craft handgun)
21 rounds of ammunition.","Criminal Individual
Police","Criminal Individual (N.V.T., born 1991); Police (Hanoi Traffic Police Y2-141 Checkpoint Team).","Criminal, State",,,,,,,,,,,,,,,,,,,,21,1,,,,,"Crime, Conversion",,0.71,https://dantri.com.vn/phap-luat/canh-sat-141-bat-2-doi-tuong-thu-giu-sung-dan-va-chat-nghi-la-ma-tuy-20241113175107681.htm
8,VNM.2024.11.08.001,Seizure,Revolver found in abandoned house leads to four arrests in Vinh Long,08 November 2024,"Tan Quoi Trung Commune, Vung Liem District, Vinh Long",10.1637811530452,106.117209688264,"Residents found a revolver with 6 rounds of ammunition inside an abandoned house in Tan Quoi Trung Commune, Vung Liem District, Vinh Long on 8 November 2024 and reported it to police, who arrested Truong Truong An (born 1995), Truong Chi Hieu (born 2001), Nguyen Phu Dan (born 2000), and Huynh Ngoc Em (born 1984) for illegal possession. An admitted buying the gun online in 2020 and, at Em's request, having Hieu and Dan hide it in October 2023; Em was separately facing charges in an unrelated assault case.",1 revolver; 6 rounds of ammunition.,"Criminal Individual
Police","Criminal Individual (Truong Truong An, born 1995; Truong Chi Hieu, born 2001; Nguyen Phu Dan, born 2000; Huynh Ngoc Em, born 1984); Police (Vinh Long Provincial Police Security Investigation Agency).","Criminal, State",,,1,,,,,,,,,,,,,,,,,6,,,,,,Online,,1.06,https://tuoitre.vn/plo/tu-khau-sung-trong-can-nha-hoang-4-nguoi-bi-bat-109820090.htm
0,VNM.2024.11.07.001,Illicit transfer,"Police Dismantle Transnational Arms Trafficking Ring Selling Over 1,000 Converted Toy Guns in Ninh Binh",07 November 2024,"Yen Khanh, Ninh Binh",20.1645280110818,106.079623880884,"Ha Tĩnh Provincial Police dismantled a major transnational arms trafficking ring in late 2024, seizing 532 firearms, nearly 37,000 rounds of ammunition, 211 grams of drugs, and two grenades. The investigation led to the arrest of 45 individuals across 15 provinces—including Hà Nội, Hồ Chí Minh City, Bình Dương, Tây Ninh, and Ninh Bình—with 43 formally charged for trafficking, manufacturing, storing, and illegally using military-grade weapons and for drug offenses. Authorities estimate the network sold over 1,000 firearms both within Vietnam and internationally, including to buyers in Laos and Cambodia. The criminal operation was highly organized, using social media platforms like Facebook, Zalo, and YouTube to advertise and sell weapons sourced from China, Laos, and Cambodia. The suspects ""maintained ties with international arms suppliers,"" and imported parts from abroad in order ""to complete the weapons"" (suggesting firearm conversion).

According to Tuoi Tre, the arms dealers advertised and facilitated illegal transactions through fake social media profiles, providing non-registered phone numbers for potential buyers to make contact. Buyers could easily select the type of weapon they wanted, provide their details or reach out directly via phone or virtual nicknames, and transfer money to the seller. Once an order was placed, the traffickers would disassemble the weapons, pack the parts into multiple parcels, and ship them through various channels, including express delivery services, motorbike couriers, passenger vehicles, and trains. URL: 

VNExpress reported that the focus of the operation took place in Yen Khanh, Ninh Binh Province. The chief suspect, Vu Anh Tu, imported many types of toy guns from abroad, changed the internal components (such as reinforcing the gun barrel and adding a firing pin), then applied a new layer of paint. A toy gun cost 200,000 VND to buy, and 400,000 VND for accessories. After being ""modified"", it is sold for the lowest price of 5 million VND, and the average price is 10-15 million VND. If the customer wants to assemble it, Tu and his juniors will import expensive components to do it according to instructions, earning 70-80 million VND, some guns cost more than 100 million VND. Vu relied on six lieutenants to collect the profits from the sales, which was paid out to dozens of affiliates in monthly salaries ranging between VND 5-7 million.The suspects communicated using fake social media accounts or junk SIM cards, and never met in person; they coordinated via a private chat group, and paying their salaries via bank cards. Customers provided their contact information, transfer money via bank account or ship COD (receive goods, check and then pay the delivery staff). The suspects ""had close ties with suspects in arms trafficking in Cambodia and Laos."" 

Images showed hundreds of rifles (possibly toy/airsoft), dozens of Chinese ZP-5 toy revolvers, AR- and AK-pattern assault rifles (ARP9 airsoft), ammunition, pen guns, high-quality gas rifles, a shotgun, a Glock pistol. ","~480 converted toy revolvers/pen guns (craft handguns; approximate)
~48 rifles/airsoft rifles/gas rifles (craft rifles; approximate)
1 shotgun 
1 Glock pistol
2 grenades (unspecified)
37,000 rounds of ammunition","Criminal Organization
Police","Criminal organization (transnational arms trafficking ring, led by Vu Anh Tu); Police","Criminal, State",,1,,,,1,,,,,,,,,,2,,,,37000,480,48,,,,"Crime, Online, Smuggling, Conversion",Drug trafficking,671,https://en.sggp.org.vn/massive-weapons-trafficking-ring-dismantled-over-500-firearms-seized-post113658.html
7,VNM.2024.11.01.001,Illicit manufacture,PCP air-rifle parts trafficker traced to Thai Nguyen machine shop,01 November 2024,"Thuong Dinh Commune, Phu Binh District, Thai Nguyen",21.4996069003588,105.904143390599,"Police seized 69 PCP air-rifle barrels from N.T.H. during a vehicle check in Thuong Dinh Commune, Phu Binh District, Thai Nguyen on 1 November 2024. He then surrendered a further cache at his home, comprising 1 assembled PCP air gun, 176 additional barrels, 480 assembly components, 5 boxes of lead pellets, 17 rounds of ammunition, and gun-building accessories (scopes, frames, grips). H told police he had been buying components since January 2024 to build and sell PCP air guns, and had commissioned a machine shop to manufacture barrels. Investigators traced the shop to Glotech Mechanical Workshop in Song Cong City, owned by L.V.H (born 1992), where a search recovered 885 further unassembled gun components.","1 PCP air rifle (craft rifle)
17 rounds of sporting ammunition
245 unassembled rifle barrels
1,365 additional unassembled components
5 boxes of lead pellets.","Criminal Individual
Police","Criminal Individual (N.T.H., born 1990; L.V.H., born 1992); Police (Thai Nguyen Provincial Police Criminal Police Department, Thuong Dinh Commune Police).","Criminal, State",,,,,,,,,,,,,,,,,,,,17,,1,,,,"Online, Crime",,1.17,https://cand.vn/buon-ban-vu-khi-tren-mang-xa-hoi-hiem-hoa-tu-nhung-hoi-nhom-kin-post750165.html
7,VNM.2024.10.31.001,Seizure,Four teenagers stopped with craft rifle during street cruising in Hoa Binh,31 October 2024,"Hoa Binh City, Hoa Binh",20.8346657728291,105.342908907818,"Police seized a craft air rifle from four teenagers — Truong Dai H., Do Thanh B., Mai Tuan Ng., and Vu Viet Tr. — riding unregistered motorbikes through Hoa Binh City on 31 October 2024, after online monitoring flagged the group. One of the four had a prior citation for theft; police also impounded two motorbikes.",1 craft rifle.,"Gang
Police","Gang (Truong Dai H., born 2009; Do Thanh B., born 2008; Mai Tuan Ng., born 2008; Vu Viet Tr., born 2009); Police (Hoa Binh City Police).","Criminal, State",,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,https://cand.vn/xu-ly-nhom-thanh-thieu-nien-mang-vu-khi-di-chay-pho-post749000.html
0,VNM.2024.10.29.001,Illicit manufacture,Police Dismantle Gun Conversion Network Selling Converted Revolvers in Ho Chi Minh City,29 October 2024,"Phu My, District 7, HCMC",10.71137463992,106.736326023054,"Police seized at least 20 firearms (including 13 'dangerous toys'), eight gun bodies, 17 rounds of ammunition, and modification equipment when they arrested 13 members of a suspected gun trafficking network. Police first arrested Le Nguyen Hanh, seizing a revolver and six rounds of ammo from him. An inspection of his residence led to the seizure of 12 'dangerous toy' pistols [revolvers], one gun frame, and modification tools.

The suspect confessed he bought the guns online, hired someone to modify them, and sold them to customers in the HCMC area and beyond. Police subsequently worked to bring down the network, arresting 12 other suspects (including two suspected firearm converters). An additional suspect surrendered with three revolvers and two gun frames. Images showed 13 ZP-5 revolvers and one revolver frame. 

According to Cong An HCMC, Hanh bought the weapons over the website www.shopcucsuc.com, using a bank account attached to a different name to pay for the items. They contacted one of the other suspects, Nguyen Van Khanh, to modify the weapons to fire live ammunition over the Facebook group ""ZP5-SKY-R8"". They paid the modifier VND 500,000 per gun and used a courier service to ship eight guns to the modifier's residence in Thanh Thoi, Bao Thuan, Ba Tri, Ben Tre Province. Khanh converted six of the guns and discarded two which had broke. He did not return the weapons and instead sold them on for profit (about VND 2 million per weapon).","16 converted 'ZP-5' revolvers (craft handguns)
1 revolver frame
17 rounds of ammunition","Criminal Organization
Police",Criminal organization (gun conversion and trafficking network); Police,"Criminal, State",,,,,,,,,,,,,,,,,,,,17,26,1,,,,"Crime, Online, Conversion",Criminal services,14.17,https://tuoitre.vn/triet-pha-nhom-do-sung-do-choi-thanh-vu-khi-quan-dung-de-ban-20250114145836201.htm
0,VNM.2024.10.28.001,Seizure,Police Seize Revolver From Individual With Prior Drug Record in Gia Lai,28 October 2024,"An Binh, An Khe, Gia Lai",13.9599724710874,108.662572799559,"Police seized a revolver and 12 rounds of ammunition from Nguyen Van Than during an ""administrative inspection"" of a friend's residence where the suspect was residing. The suspect, who had a criminal record for transporting drugs, fled but was arrested in March 2025. He purchased the weapon online for VND 4.5 million in early October 2024.","1 revolver
12 rounds of ammunition","Criminal Individual
Police",Criminal individual; Police,"Criminal, State",,,1,,,,,,,,,,,,,,,,,12,,,,,,"Crime, Online",,1.12,https://www.sggp.org.vn/len-mang-mua-sung-dan-ve-phong-than-post784706.html
7,VNM.2024.10.22.001,Seizure,Group flees to Thai Nguyen after shooting at bystanders outside Cao Bang hotel,22 October 2024,"Hop Giang Ward, Cao Bang City, Cao Bang",22.6646446559906,106.256429155119,"Police seized a revolver after Bui Trung Kien fired toward bystanders during an argument over a debt dispute outside the La Maison Hotel in Hop Giang Ward, Cao Bang City on 22 October 2024. Nearby residents had asked them to quiet down before he fired the shots, seemingly intended to scare off bystanders. The group then fled by car toward Thai Nguyen. Police caught one member, Bui Chi Thanh, that same night, and the following afternoon persuaded the remaining four to turn themselves in. Kien had hidden the handgun after the incident but surrendered it during questioning. Kien and his associates were formally charged on 23 November 2024.",1 revolver.,"Criminal Individual
Police","Criminal Individual (Bui Trung Kien, born 1998; Bui Chi Thanh, born 1985; Pham Doanh Phuong, born 1999; An Van Thien, born 1993; Duong Hong Nghia, born 1997); Police (Cao Bang City Police, Cao Bang Provincial Security Investigation Agency, Bac Kan Provincial Police, Thai Nguyen Provincial Police).","Criminal, State",,,1,,,,,,,,,,,,,,,,,,,,,,,Interpersonal dispute,,1,https://cand.vn/khoi-to-doi-tuong-no-sung-trai-phep-trong-dem-post751097.html
